"AircraftDescription","Description","Designator","EngineCount","EngineType","ManufacturerCode","ModelFullName","WTC"
"LandPlane","L2T","SW3","2","Turboprop/Turboshaft","FAIRCHILD SWEARINGEN","Merlin 3","L"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD SWEARINGEN","Merlin 4","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD SWEARINGEN","Metro","L/M"
"LandPlane","L2T","SW3","2","Turboprop/Turboshaft","FAIRCHILD SWEARINGEN","SA-226TB Merlin 3","L"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD SWEARINGEN","SA-226TC Metro","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD SWEARINGEN","SA-227AC Metro","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD SWEARINGEN","SA-227AT Expediter","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD SWEARINGEN","SA-227AT Merlin 4","L/M"
"LandPlane","L2T","SW4","2","Turboprop/Turboshaft","FAIRCHILD SWEARINGEN","SA-227PC Metro","L/M"
"LandPlane","L2T","SW3","2","Turboprop/Turboshaft","FAIRCHILD SWEARINGEN","SA-227TT Fairchild 300","L"
"LandPlane","L2T","SW3","2","Turboprop/Turboshaft","FAIRCHILD SWEARINGEN","SA-227TT Merlin 3","L"
"LandPlane","L1P","FFLY","1","Piston","FAIREY","Firefly","L"
"LandPlane","LCT","GANT","C","Turboprop/Turboshaft","FAIREY","Gannet","M"
"LandPlane","L1P","SWOR","1","Piston","FAIREY","Swordfish","L"
"LandPlane","L1P","CP30","1","Piston","FAIRTRAVEL","Linnet","L"
"LandPlane","L1P","FJR3","1","Piston","FAJR","F-3","L"
"LandPlane","L1P","LN27","1","Piston","FALCOMPOSITE","LN-27 Furio","L"
"LandPlane","L1P","LN27","1","Piston","FALCOMPOSITE","Furio","L"
"LandPlane","L1P","RA14","1","Piston","FALCONAR","AMF-S14 Maranda","L"
"LandPlane","L1P","D11","1","Piston","FALCONAR","Cruiser","L"
"LandPlane","L1P","MAJR","1","Piston","FALCONAR","Cubmajor","L"
"LandPlane","L1P","D11","1","Piston","FALCONAR","F-11","L"
"LandPlane","L1P","D11","1","Piston","FALCONAR","F-11 Sporty","L"
"LandPlane","L1P","D11","1","Piston","FALCONAR","F-12 Cruiser","L"
"LandPlane","L1P","HM38","1","Piston","FALCONAR","HM-380 Ladybug","L"
"LandPlane","L1P","HM38","1","Piston","FALCONAR","Ladybug","L"
"LandPlane","L1P","RA14","1","Piston","FALCONAR","Maranda","L"
"LandPlane","L1P","FS51","1","Piston","FALCONAR","Mustang","L"
"LandPlane","L1P","FS51","1","Piston","FALCONAR","SAL P-51D Mustang","L"
"LandPlane","L1P","D11","1","Piston","FALCONAR","Sporty","L"
"Helicopter","H1T","K209","1","Turboprop/Turboshaft","FAMA","K-209 KISS","L"
"Helicopter","H1T","K209","1","Turboprop/Turboshaft","FAMA","KISS","L"
"LandPlane","L1P","ALGR","1","Piston","FANTASY AIR","Allegro","L"
"LandPlane","L1P","FG01","1","Piston","FARIGOUX","FG-01 Origan","L"
"LandPlane","L1P","FG01","1","Piston","FARIGOUX","Origan","L"
"LandPlane","L1T","KEST","1","Turboprop/Turboshaft","FARNBOROUGH","F-1 Kestrel","L"
"LandPlane","L1T","KEST","1","Turboprop/Turboshaft","FARNBOROUGH","Kestrel","L"
"Gyrocopter","G1P","TSTR","1","Piston","FARRINGTON","Twinstar","L"
"Gyrocopter","G1P","AC10","1","Piston","FD-COMPOSITES","AC-10 Arrow-Copter","L"
"Gyrocopter","G1P","AC10","1","Piston","FD-COMPOSITES","Arrow-Copter","L"
"LandPlane","L1P","TR26","1","Piston","FEUGRAY","Sirius","L"
"LandPlane","L1P","TR20","1","Piston","FEUGRAY","TR-200","L"
"LandPlane","L1P","TR26","1","Piston","FEUGRAY","TR-260 Sirius","L"
"LandPlane","L1P","AS02","1","Piston","FFA","AS-202-15 Bravo","L"
"LandPlane","L1P","AS02","1","Piston","FFA","AS-202-18 Bravo","L"
"LandPlane","L1P","AS02","1","Piston","FFA","AS-202-18 Wren","L"
"LandPlane","L1P","AS02","1","Piston","FFA","AS-202-26 Bravo","L"
"LandPlane","L1T","AS2T","1","Turboprop/Turboshaft","FFA","AS-202-32TP Turbine Bravo","L"
"LandPlane","L1P","AS02","1","Piston","FFA","Bravo","L"
"LandPlane","L1T","AS2T","1","Turboprop/Turboshaft","FFA","Turbine Bravo","L"
"LandPlane","L1P","AS02","1","Piston","FFA","Wren","L"
"LandPlane","L1P","EURT","1","Piston","FFT","Eurotrainer 2000","L"
"LandPlane","L1P","SC01","1","Piston","FFT","SC-01 Speed Canard","L"
"LandPlane","L1P","SC01","1","Piston","FFT","Speed Canard","L"
"LandPlane","L1P","G46","1","Piston","FIAT","G-46","L"
"LandPlane","L1P","G59","1","Piston","FIAT","G-59","L"
"LandPlane","L1P","F156","1","Piston","FIESELER","Fi-156 Storch","L"
"LandPlane","L1P","F156","1","Piston","FIESELER","Storch","L"
"LandPlane","L1P","FE51","1","Piston","FIGHTER ESCORT WINGS","P-51","L"
"LandPlane","L1P","FIKD","1","Piston","FIKE","D","L"
"LandPlane","L1P","FIKE","1","Piston","FIKE","E","L"
"Helicopter","H2T","A169","2","Turboprop/Turboshaft","FINMECCANICA","AW-169","L"
"Helicopter","H1T","A119","1","Turboprop/Turboshaft","FINMECCANICA","AW-119 Koala","L"
"Helicopter","H1T","A119","1","Turboprop/Turboshaft","FINMECCANICA","Koala","L"
"Helicopter","H2T","A189","2","Turboprop/Turboshaft","FINMECCANICA","AW-189","M"
"Helicopter","H2T","A139","2","Turboprop/Turboshaft","FINMECCANICA","AW-139","L"
"Helicopter","H2T","H47","2","Turboprop/Turboshaft","FINMECCANICA","ICH-47 Chinook","M"
"Helicopter","H2T","H47","2","Turboprop/Turboshaft","FINMECCANICA","Chinook","M"
"Helicopter","H2T","LYNX","2","Turboprop/Turboshaft","FINMECCANICA","AW-159 Lynx Wildcat","L"
"Helicopter","H2T","LYNX","2","Turboprop/Turboshaft","FINMECCANICA","Lynx Wildcat","L"
"Helicopter","H2T","LYNX","2","Turboprop/Turboshaft","FINMECCANICA","AW-159 Wildcat","L"
"Helicopter","H2T","LYNX","2","Turboprop/Turboshaft","FINMECCANICA","Wildcat","L"
"Helicopter","H3T","EH10","3","Turboprop/Turboshaft","FINMECCANICA","AW-101","M"
"Helicopter","H3T","EH10","3","Turboprop/Turboshaft","FINMECCANICA","HH-101 Caesar","M"
"Helicopter","H3T","EH10","3","Turboprop/Turboshaft","FINMECCANICA","Caesar","M"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","FINMECCANICA","AW-109 Power","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","FINMECCANICA","AW-109 GrandNew","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","FINMECCANICA","Power","L"
"Helicopter","H2T","A109","2","Turboprop/Turboshaft","FINMECCANICA","Grand","L"
"LandPlane","L1P","CLBR","1","Piston","FISHER","Celebrity","L"
"LandPlane","L1P","DAKH","1","Piston","FISHER","Dakota Hawk","L"
"LandPlane","L1P","HORZ","1","Piston","FISHER","Horizon","L"
"LandPlane","L1P","TMOT","1","Piston","FISHER","R-80 Tiger Moth","L"
"LandPlane","L1P","TMOT","1","Piston","FISHER","RS-80 Tiger Moth","L"
"LandPlane","L1P","TMOT","1","Piston","FISHER","Tiger Moth","L"
"LandPlane","L1P","CLBR","1","Piston","FISHER AERO","Celebrity","L"
"LandPlane","L2P","CULX","2","Piston","FISHER AERO","Culex","L"
"LandPlane","L1P","HORZ","1","Piston","FISHER AERO","Horizon","L"
"LandPlane","L1P","SCTR","1","Piston","FLAGLOR","Scooter","L"
"LandPlane","L1P","FU24","1","Piston","FLAIR","FU-24","L"
"LandPlane","L1P","FA01","1","Piston","FLÄMING AIR","FA-01 Saphir","L"
"LandPlane","L1P","FA01","1","Piston","FLÄMING AIR","FA-01 Smaragd","L"
"LandPlane","L1P","FA02","1","Piston","FLÄMING AIR","FA-02 Smaragd VLA","L"
"LandPlane","L1P","FA03","1","Piston","FLÄMING AIR","FA-03 Smaragd TMG","L"
"LandPlane","L1P","FA01","1","Piston","FLÄMING AIR","Saphir","L"
"LandPlane","L1P","FA01","1","Piston","FLÄMING AIR","Smaragd","L"
"LandPlane","L1P","FA03","1","Piston","FLÄMING AIR","Smaragd TMG","L"
"LandPlane","L1P","FA02","1","Piston","FLÄMING AIR","Smaragd VLA","L"
"LandPlane","L1P","FA04","1","Piston","FLÄMING AIR","FA-04 Peregrine","L"
"LandPlane","L1P","FA04","1","Piston","FLÄMING AIR","Peregrine","L"
"LandPlane","L1P","FLE2","1","Piston","FLEET","2","L"
"LandPlane","L1P","FLE7","1","Piston","FLEET","7","L"
"LandPlane","L1P","FLE7","1","Piston","FLEET","7 Fawn","L"
"LandPlane","L1P","FINC","1","Piston","FLEET","10","L"
"LandPlane","L1P","FINC","1","Piston","FLEET","11","L"
"LandPlane","L1P","FINC","1","Piston","FLEET","16 Finch","L"
"LandPlane","L1P","FORT","1","Piston","FLEET","60 Fort","L"
"LandPlane","L1P","CNUK","1","Piston","FLEET","80 Canuck","L"
"LandPlane","L1P","CNUK","1","Piston","FLEET","Canuck","L"
"LandPlane","L1P","FA62","1","Piston","FLEET","Cornell","L"
"LandPlane","L1P","FLE7","1","Piston","FLEET","Fawn","L"
"LandPlane","L1P","FINC","1","Piston","FLEET","Finch","L"
"LandPlane","L1P","FORT","1","Piston","FLEET","Fort","L"
"LandPlane","L1P","FA62","1","Piston","FLEET","PT-23 Cornell","L"
"LandPlane","L1P","FA62","1","Piston","FLEET","PT-26 Cornell","L"
"LandPlane","L1P","FU24","1","Piston","FLETCHER","FU-24","L"
"LandPlane","L1P","FDCT","1","Piston","FLIGHT DESIGN","CT","L"
"LandPlane","L1P","FDMC","1","Piston","FLIGHT DESIGN","MC","L"
"LandPlane","L1P","PL12","1","Piston","FLIGHT ENGINEERS","Airtruk","L"
"LandPlane","L1P","PL12","1","Piston","FLIGHT ENGINEERS","PL-12 Airtruk","L"
"LandPlane","L1P","CAPL","1","Piston","FLIGHTWORKS","Capella","L"
"LandPlane","L1P","FLIZ","1","Piston","FLITZER","Flitzer","L"
"LandPlane","L1P","FLIZ","1","Piston","FLITZER","Z-1 Flitzer","L"
"LandPlane","L1P","FLIZ","1","Piston","FLITZER","Z-21 Flitzer","L"
"LandPlane","L1P","OPCA","1","Piston","FLS","OA-7 Optica","L"
"LandPlane","L1P","OPCA","1","Piston","FLS","Optica","L"
"LandPlane","L1P","SAH1","1","Piston","FLS","Sprint","L"
"LandPlane","L1P","KRIC","1","Piston","FLSZ","Der Kricket","L"
"LandPlane","L1P","KRIC","1","Piston","FLSZ","DK-1 Der Kricket","L"
"LandPlane","L1P","FW90","1","Piston","FLUG WERK","Fw-190 Replica","L"
"LandPlane","L1P","STCH","1","Piston","FLY SYNTHESIS","Storch","L"
"LandPlane","L1P","TEXA","1","Piston","FLY SYNTHESIS","Texan","L"
"LandPlane","L1P","SYNC","1","Piston","FLY SYNTHESIS","Syncro","L"
"Amphibian","A1P","CTLN","1","Piston","FLY SYNTHESIS","Catalina","L"
"LandPlane","L1P","FLSS","1","Piston","FLYER","Flyer SS","L"
"LandPlane","L1P","FLSS","1","Piston","FLYER","Flyer NG","L"
"LandPlane","L1P","PELI","1","Piston","FLYER","Pelican","L"
"Amphibian","A1P","LN3","1","Piston","FLYGFABRIKEN","LN-3 Seagull","L"
"Amphibian","A1P","LN3","1","Piston","FLYGFABRIKEN","Seagull","L"
"LandPlane","L1P","FM25","1","Piston","FLYING MACHINES","FM-250 Vampire","L"
"LandPlane","L1P","FM25","1","Piston","FLYING MACHINES","Vampire","L"
"LandPlane","L1P","MD3R","1","Piston","FLYITALIA","MD-3 Rider","L"
"LandPlane","L1P","MD3R","1","Piston","FLYITALIA","Rider","L"
"LandPlane","L1P","EBOY","1","Piston","FMA","20 El Boyero","L"
"LandPlane","L1P","EBOY","1","Piston","FMA","El Boyero","L"
"LandPlane","L1P","C150","1","Piston","FMA","A-150","L"
"LandPlane","L1P","C182","1","Piston","FMA","A-182","L"
"LandPlane","L1P","C150","1","Piston","FMA","A-A150 Aerobat","L"
"LandPlane","L1P","C188","1","Piston","FMA","A-A188 AgTruck","L"
"LandPlane","L1P","C150","1","Piston","FMA","Aerobat","L"
"LandPlane","L1P","C188","1","Piston","FMA","AgTruck","L"
"LandPlane","L1P","FW44","1","Piston","FMA","Fw-44 Stieglitz","L"
"LandPlane","L2T","IA50","2","Turboprop/Turboshaft","FMA","Guarani 2","M"
"LandPlane","L2T","IA50","2","Turboprop/Turboshaft","FMA","IA-50 Guarani 2","M"
"LandPlane","L1P","IA51","1","Piston","FMA","IA-51 Tehuelche","L"
"LandPlane","L2T","IA58","2","Turboprop/Turboshaft","FMA","IA-58 Pucará","L"
"LandPlane","L1J","IA63","1","Jet","FMA","IA-63 Pampa","L"
"LandPlane","L1P","C172","1","Piston","FMA","P-172","L"
"LandPlane","L1J","IA63","1","Jet","FMA","Pampa","L"
"LandPlane","L2T","IA58","2","Turboprop/Turboshaft","FMA","Pucará","L"
"LandPlane","L1P","FW44","1","Piston","FMA","Stieglitz","L"
"LandPlane","L1P","IA51","1","Piston","FMA","Tehuelche","L"
"LandPlane","L1J","IA63","1","Jet","FMA","AT-63 Pampa","L"
"LandPlane","L1P","QALT","1","Piston","FMP","Qualt","L"
"LandPlane","L1P","FW44","1","Piston","FOCKE-WULF","Fw-44 Stieglitz","L"
"LandPlane","L1P","FW90","1","Piston","FOCKE-WULF","Fw-190 Replica","L"
"LandPlane","L1P","P149","1","Piston","FOCKE-WULF","FWP-149","L"
"LandPlane","L1P","FW44","1","Piston","FOCKE-WULF","Stieglitz","L"
"LandPlane","L2T","F50","2","Turboprop/Turboshaft","FOKKER","50","M"
"LandPlane","L2T","F50","2","Turboprop/Turboshaft","FOKKER","50 Fokker50Freighter","M"
"LandPlane","L2T","F50","2","Turboprop/Turboshaft","FOKKER","50 Maritime Enforcer","M"
"LandPlane","L2T","F60","2","Turboprop/Turboshaft","FOKKER","60","M"
"LandPlane","L2J","F70","2","Jet","FOKKER","70","M"
"LandPlane","L2J","F100","2","Jet","FOKKER","100","M"
"LandPlane","L2T","F27","2","Turboprop/Turboshaft","FOKKER","C-31 Friendship","M"
"LandPlane","L1P","D7","1","Piston","FOKKER","D-7 Replica","L"
"LandPlane","L1P","D8","1","Piston","FOKKER","D-8 Replica","L"
"LandPlane","L1P","DR1","1","Piston","FOKKER","Dr-1 Replica","L"
"LandPlane","L1J","F16","1","Jet","FOKKER","F-16 Fighting Falcon","M"
"LandPlane","L2T","F27","2","Turboprop/Turboshaft","FOKKER","F-27 Friendship","M"
"LandPlane","L2T","F27","2","Turboprop/Turboshaft","FOKKER","F-27 Maritime","M"
"LandPlane","L2T","F27","2","Turboprop/Turboshaft","FOKKER","F-27 Troopship","M"
"LandPlane","L2J","F28","2","Jet","FOKKER","F-28 Fellowship","M"
"LandPlane","L2J","F28","2","Jet","FOKKER","Fellowship","M"
"LandPlane","L1J","F16","1","Jet","FOKKER","Fighting Falcon","M"
"LandPlane","L2T","F50","2","Turboprop/Turboshaft","FOKKER","Fokker50Freighter","M"
"LandPlane","L2T","F27","2","Turboprop/Turboshaft","FOKKER","Friendship","M"
"LandPlane","L1P","S11","1","Piston","FOKKER","Instructor","L"
"LandPlane","L2T","F27","2","Turboprop/Turboshaft","FOKKER","Maritime","M"
"LandPlane","L2T","F50","2","Turboprop/Turboshaft","FOKKER","Maritime Enforcer","M"
"LandPlane","L1P","S11","1","Piston","FOKKER","S-11 Instructor","L"
"LandPlane","L1P","SUNV","1","Piston","FOKKER","Super Universal","L"
"LandPlane","L2T","F27","2","Turboprop/Turboshaft","FOKKER","Troopship","M"
"LandPlane","L1J","GNAT","1","Jet","FOLLAND","Fo-144 Gnat","L"
"LandPlane","L1J","GNAT","1","Jet","FOLLAND","Gnat","L"
"LandPlane","L3P","TRIM","3","Piston","FORD","4-AT Tri-Motor","L"
"LandPlane","L3P","TRIM","3","Piston","FORD","5-AT Tri-Motor","L"
"LandPlane","L3P","TRIM","3","Piston","FORD","Tri-Motor","L"
"LandPlane","L1P","ERCO","1","Piston","FORNAIRE","Aircoupe","L"
"LandPlane","L1P","ERCO","1","Piston","FORNAIRE","F-1 Aircoupe","L"
"LandPlane","L1P","ERCO","1","Piston","FORNEY","Aircoupe","L"
"LandPlane","L1P","ERCO","1","Piston","FORNEY","F-1 Aircoupe","L"
"LandPlane","L2J","FOUG","2","Jet","FOUGA","CM-170R Magister","L"
"LandPlane","L2J","FOUG","2","Jet","FOUGA","Magister","L"
"LandPlane","L1P","CENT","1","Piston","FOUND","100 Centennial","L"
"LandPlane","L1P","FBA2","1","Piston","FOUND","Bush Hawk","L"
"LandPlane","L1P","CENT","1","Piston","FOUND","Centennial","L"
"LandPlane","L1P","FBA2","1","Piston","FOUND","FBA-2","L"
"LandPlane","L1P","FBA2","1","Piston","FOUND","FBA-2 Bush Hawk","L"
"LandPlane","L1P","FBA2","1","Piston","FOUND","FBA-2 Expedition E350","L"
"LandPlane","L1P","FBA2","1","Piston","FOUND","Expedition E350","L"
"LandPlane","L1P","FW19","1","Piston","FOUR WINDS","192","L"
"LandPlane","L1P","FW21","1","Piston","FOUR WINDS","FX-210","L"
"LandPlane","L1P","RF3","1","Piston","FOURNIER","RF-3","L"
"LandPlane","L1P","RF4","1","Piston","FOURNIER","RF-4","L"
"LandPlane","L1P","RF5","1","Piston","FOURNIER","RF-5","L"
"LandPlane","L1P","RF6","1","Piston","FOURNIER","RF-6","L"
"LandPlane","L1P","RF9","1","Piston","FOURNIER","RF-9","L"
"LandPlane","L1P","RF10","1","Piston","FOURNIER","RF-10","L"
"LandPlane","L1P","RF47","1","Piston","FOURNIER","RF-47","L"
"LandPlane","L1P","RF5","1","Piston","FOURNIER","TZ-5","L"
"LandPlane","L1P","TERR","1","Piston","FOXCON","Terrier","L"
"Amphibian","A2T","G73T","2","Turboprop/Turboshaft","FRAKES","G-73T Turbo Mallard","L"
"LandPlane","L1T","G64T","1","Turboprop/Turboshaft","FRAKES","G-164 Turbo Cat","L"
"LandPlane","L2T","N262","2","Turboprop/Turboshaft","FRAKES","Mohawk 298","M"
"LandPlane","L1T","G64T","1","Turboprop/Turboshaft","FRAKES","Turbo Cat","L"
"Amphibian","A2T","G73T","2","Turboprop/Turboshaft","FRAKES","Turbo Mallard","L"
"LandPlane","L1P","FREE","1","Piston","FREE SPIRIT","Free Spirit","L"
"LandPlane","L1P","FREE","1","Piston","FREE SPIRIT","RC-412 Free Spirit","L"
"LandPlane","L1P","PHNX","1","Piston","FREEDOM","Phoenix","L"
"Amphibian","A1P","SHAK","1","Piston","FREEDOM MASTER","Air Shark","L"
"Amphibian","A1P","SHAK","1","Piston","FREEDOM MASTER","FM-2 Air Shark","L"
"LandPlane","L1P","FBIR","1","Piston","FREEWING","Freebird Mk5","L"
"LandPlane","L1P","FRON","1","Piston","FRONTIER","Frontier MD-2","L"
"LandPlane","L1P","VF2","1","Piston","FRY","Esprit","L"
"LandPlane","L1P","VF2","1","Piston","FRY","VF-2 Esprit","L"
"Helicopter","H1T","UH1","1","Turboprop/Turboshaft","FUJI","204","L"
"Helicopter","H1T","UH1","1","Turboprop/Turboshaft","FUJI","205","L"
"LandPlane","L1P","O1","1","Piston","FUJI","305 Bird Dog","L"
"LandPlane","L1P","SUBA","1","Piston","FUJI","Aero Subaru","L"
"Helicopter","H1T","HUCO","1","Turboprop/Turboshaft","FUJI","AH-1 HueyCobra","L"
"Helicopter","H2T","H64","2","Turboprop/Turboshaft","FUJI","AH-64 Longbow Apache","M"
"LandPlane","L1P","O1","1","Piston","FUJI","Bird Dog","L"
"LandPlane","L1P","SUBA","1","Piston","FUJI","FA-200 Aero Subaru","L"
"LandPlane","L2P","RC70","2","Piston","FUJI","FA-300","L"
"Helicopter","H1T","HUCO","1","Turboprop/Turboshaft","FUJI","HueyCobra","L"
"LandPlane","L1P","KM2","1","Piston","FUJI","KM-2","L"
"LandPlane","L1P","T34P","1","Piston","FUJI","KM-2B Mentor","L"
"LandPlane","L1T","T5","1","Turboprop/Turboshaft","FUJI","KM-2D","L"
"LandPlane","L1T","T5","1","Turboprop/Turboshaft","FUJI","KM-2Kai","L"
"LandPlane","L1P","O1","1","Piston","FUJI","L-19 Bird Dog","L"
"Helicopter","H2T","H64","2","Turboprop/Turboshaft","FUJI","Longbow Apache","M"
"LandPlane","L1P","T34P","1","Piston","FUJI","Mentor","L"
"LandPlane","L1J","T1","1","Jet","FUJI","T-1","L"
"LandPlane","L1J","T1","1","Jet","FUJI","T1F","L"
"LandPlane","L1P","T34P","1","Piston","FUJI","T-3 Mentor","L"
"LandPlane","L1T","T34T","1","Turboprop/Turboshaft","FUJI","T-3Kai","L"
"LandPlane","L1T","T5","1","Turboprop/Turboshaft","FUJI","T-5","L"
"LandPlane","L1T","T7","1","Turboprop/Turboshaft","FUJI","T-7","L"
"LandPlane","L1P","T34P","1","Piston","FUJI","T-34 Mentor","L"
"LandPlane","L1P","KM2","1","Piston","FUJI","TL-1","L"
"Helicopter","H1T","UH1","1","Turboprop/Turboshaft","FUJI","UH-1","L"
"LandPlane","L1P","FNKB","1","Piston","FUNK","B","L"
"LandPlane","L1P","G1","1","Piston","G1 AVIATION","G-1","L"
"LandPlane","L1P","G1","1","Piston","G1 AVIATION","G-1 Gélinotte","L"
"LandPlane","L1P","G1","1","Piston","G1 AVIATION","G-1 Goéland  ","L"
"LandPlane","L1P","G1","1","Piston","G1 AVIATION","G-1 Grive","L"
"LandPlane","L1P","G1","1","Piston","G1 AVIATION","G-1 Spyl","L"
"LandPlane","L1P","G1","1","Piston","G1 AVIATION","Gélinotte","L"
"LandPlane","L1P","G1","1","Piston","G1 AVIATION","Goéland","L"
"LandPlane","L1P","G1","1","Piston","G1 AVIATION","Grive","L"
"LandPlane","L1P","G1","1","Piston","G1 AVIATION","Spyl","L"
"LandPlane","L2T","NOMA","2","Turboprop/Turboshaft","GAF","Floatmaster","L"
"LandPlane","L2T","NOMA","2","Turboprop/Turboshaft","GAF","Missionmaster","L"
"LandPlane","L2T","NOMA","2","Turboprop/Turboshaft","GAF","N-2 Nomad","L"
"LandPlane","L2T","NOMA","2","Turboprop/Turboshaft","GAF","N-22 Floatmaster","L"
"LandPlane","L2T","NOMA","2","Turboprop/Turboshaft","GAF","N-22 Missionmaster","L"
"LandPlane","L2J","F18H","2","Jet","GAF","ATF-18 Hornet","M"
"LandPlane","L2T","NOMA","2","Turboprop/Turboshaft","GAF","N-22 Nomad","L"
"LandPlane","L2T","NOMA","2","Turboprop/Turboshaft","GAF","N-22 Searchmaster","L"
"LandPlane","L2T","NOMA","2","Turboprop/Turboshaft","GAF","N-24 Nomad","L"
"LandPlane","L2T","NOMA","2","Turboprop/Turboshaft","GAF","Nomad","L"
"LandPlane","L2T","NOMA","2","Turboprop/Turboshaft","GAF","Searchmaster","L"
"LandPlane","L2J","F18H","2","Jet","GAF","Hornet","M"
"LandPlane","L2J","F18H","2","Jet","GAF","AF-18 Hornet","M"
"Amphibian","A2P","G44","2","Piston","GANNET","G-44 Super Widgeon","L"
"Amphibian","A2P","G44","2","Piston","GANNET","Super Widgeon","L"
"LandPlane","L1P","DINO","1","Piston","GANZAVIA","Dinó","L"
"LandPlane","L1P","DINO","1","Piston","GANZAVIA","GAK-22 Dinó","L"
"LandPlane","L1P","GY10","1","Piston","GARDAN","Bagheera","L"
"LandPlane","L1P","GY80","1","Piston","GARDAN","GY-80 Horizon","L"
"LandPlane","L1P","GY10","1","Piston","GARDAN","GY-100 Bagheera","L"
"LandPlane","L1P","GY80","1","Piston","GARDAN","Horizon","L"
"LandPlane","L1P","CP30","1","Piston","GARLAND","Linnet","L"
"LandPlane","L1P","MEL2","1","Piston","GARRISON","Melmoth 2","L"
"LandPlane","L1P","AG02","1","Piston","GATARD","AG-02 Poussin","L"
"LandPlane","L1P","AG02","1","Piston","GATARD","Poussin","L"
"LandPlane","L2J","LJ24","2","Jet","GATES LEARJET","24","L"
"LandPlane","L2J","LJ25","2","Jet","GATES LEARJET","25","L"
"LandPlane","L2J","LJ28","2","Jet","GATES LEARJET","28","L"
"LandPlane","L2J","LJ28","2","Jet","GATES LEARJET","29","L"
"LandPlane","L2J","LJ31","2","Jet","GATES LEARJET","31","M"
"LandPlane","L2J","LJ35","2","Jet","GATES LEARJET","35","M"
"LandPlane","L2J","LJ35","2","Jet","GATES LEARJET","36","M"
"LandPlane","L2J","LJ55","2","Jet","GATES LEARJET","55","M"
"LandPlane","L2J","LJ35","2","Jet","GATES LEARJET","C-21","M"
"LandPlane","L2J","LJ35","2","Jet","GATES LEARJET","R-35","M"
"LandPlane","L2J","LJ35","2","Jet","GATES LEARJET","RC-35","M"
"LandPlane","L2J","LJ35","2","Jet","GATES LEARJET","RC-36","M"
"LandPlane","L2J","LJ35","2","Jet","GATES LEARJET","U-36","M"
"LandPlane","L2J","LJ35","2","Jet","GATES LEARJET","UC-35","M"
"LandPlane","L2J","LJ35","2","Jet","GATES LEARJET","UC-36","M"
"LandPlane","L1P","GAVI","1","Piston","GAVILAN","EL-1 Gavilan 358","L"
"LandPlane","L1P","GAVI","1","Piston","GAVILAN","Gavilan 358","L"
"LandPlane","L1P","G180","1","Piston","GENERAL AIRCRAFT","G1-80 Skyfarer","L"
"LandPlane","L1P","G180","1","Piston","GENERAL AIRCRAFT","Skyfarer","L"
"LandPlane","L1P","Q1","1","Piston","GENERAL ATOMICS","MQ-1 Predator","L"
"LandPlane","L1P","Q1","1","Piston","GENERAL ATOMICS","MQ-1 Warrior","L"
"LandPlane","L1P","Q1","1","Piston","GENERAL ATOMICS","RQ-1 Predator","L"
"LandPlane","L1P","Q1","1","Piston","GENERAL ATOMICS","MQ-1 Gray Eagle","L"
"LandPlane","L1P","Q1","1","Piston","GENERAL ATOMICS","Predator","L"
"LandPlane","L1P","Q1","1","Piston","GENERAL ATOMICS","Warrior","L"
"LandPlane","L1P","Q1","1","Piston","GENERAL ATOMICS","Grey Eagle","L"
"LandPlane","L1T","Q9","1","Turboprop/Turboshaft","GENERAL ATOMICS","MQ-9 Reaper","L"
"LandPlane","L1T","Q9","1","Turboprop/Turboshaft","GENERAL ATOMICS","MQ-9 Predator B","L"
